"id","name","firstname","lastname","number","club","position","height","weight","nationality","birthdate","photo"
400947,"Carlos Reina","Carlos","Reina Luengo",47,"Betis","Midfielder","176 cm","67 kg","Spain","2004-08-10","https://media.api-sports.io/football/players/400947.png"
9971,"Antony","Antony Matheus","dos Santos",11,"Betis","Attacker","174 cm","63 kg","Brazil","2000-02-24","https://media.api-sports.io/football/players/9971.png"
47579,"E. Ávila","Luis Ezequiel","Ávila",9,"Betis","Attacker","172 cm","81 kg","Argentina","1994-02-06","https://media.api-sports.io/football/players/47579.png"
181421,"A. Ezzalzouli","Abdessamad","Ezzalzouli",16,"Betis","Attacker","177 cm","73 kg","Morocco","2001-12-17","https://media.api-sports.io/football/players/181421.png"
3033,"C. Bakambu","Cédric","Bakambu",94,"Betis","Attacker","182 cm","73 kg","Congo DR","1991-04-11","https://media.api-sports.io/football/players/3033.png"
47582,"C. Hernández","Juan Camilo","Hernández Suárez",9,"Betis","Attacker","175 cm","73 kg","Colombia","1999-04-20","https://media.api-sports.io/football/players/47582.png"
443162,"Jesús Rodríguez","Jesús","Rodríguez Caraballo",36,"Betis","Attacker","185 cm","68 kg","Spain","2005-11-21","https://media.api-sports.io/football/players/443162.png"
334574,"Ángel Ortiz","Ángel","Ortiz Monterrey",40,"Betis","Attacker","167 cm","60 kg","Spain","2004-07-25","https://media.api-sports.io/football/players/334574.png"
443163,"Pablo García","Pablo","García Fernández",11,"Betis","Attacker","175 cm","67 kg","Spain","2006-08-15","https://media.api-sports.io/football/players/443163.png"
46755,"David Gil","David","Gil Mohedano",13,"Cadiz","Goalkeeper","186 cm","81 kg","Spain","1994-01-11","https://media.api-sports.io/football/players/46755.png"
46698,"José Caro","José Antonio","Caro Díaz",13,"Cadiz","Goalkeeper","194 cm","88 kg","Spain","1994-05-03","https://media.api-sports.io/football/players/46698.png"
337963,"Victor Aznar","Victor Wehbi","Aznar Ussen",26,"Cadiz","Goalkeeper","189 cm","72 kg","Brazil","2002-10-17","https://media.api-sports.io/football/players/337963.png"
485306,"Ãngel Pérez","Ãngel","Pérez",31,"Cadiz","Goalkeeper","185 cm","72 kg","Spain","2005-01-13","https://media.api-sports.io/football/players/485306.png"
394366,"Ruben Dominguez","Ruben","Dominguez Cayuela",32,"Cadiz","Goalkeeper","Unknown","Unknown","Spain","2005-06-08","https://media.api-sports.io/football/players/394366.png"
47307,"Joseba Zaldúa","Joseba","Zaldúa Bengoetxea",2,"Cadiz","Defender","176 cm","70 kg","Spain","1992-06-24","https://media.api-sports.io/football/players/47307.png"
47229,"Fali","Rafael","Jiménez Jarque",3,"Cadiz","Defender","186 cm","84 kg","Spain","1993-08-12","https://media.api-sports.io/football/players/47229.png"
162058,"Víctor Chust","Víctor","Chust García",32,"Cadiz","Defender","182 cm","77 kg","Spain","2000-03-05","https://media.api-sports.io/football/players/162058.png"
335921,"B. Kovačević","Bojan","Kovačević",14,"Cadiz","Midfielder","187 cm","78 kg","Serbia","2004-05-22","https://media.api-sports.io/football/players/335921.png"
46763,"José Matos","José Joaquín","Matos García",23,"Cadiz","Defender","168 cm","64 kg","Spain","1995-05-06","https://media.api-sports.io/football/players/46763.png"
47100,"Iza Carcelén","Isaac","Carcelén Valencia",20,"Cadiz","Defender","170 cm","69 kg","Spain","1993-04-23","https://media.api-sports.io/football/players/47100.png"
162135,"Iker Recio","Iker","Recio Ortega",11,"Cadiz","Defender","184 cm","80 kg","Spain","2001-06-17","https://media.api-sports.io/football/players/162135.png"
482313,"Samu Almagro","Samuel","Almagro Évora",29,"Cadiz","Defender","181 cm","72 kg","Spain","2006-04-20","https://media.api-sports.io/football/players/482313.png"
485308,"Marco Viciana","Marco","Viciana Rodríguez",34,"Cadiz","Defender","Unknown","Unknown","Spain","2005-02-19","https://media.api-sports.io/football/players/485308.png"
490705,"Juan Díaz","Juan","Díaz Peregrina",35,"Cadiz","Defender","Unknown","Unknown","Spain","2006-05-24","https://media.api-sports.io/football/players/490705.png"
297745,"Mario Climent","Mario","Climent Plá",37,"Cadiz","Defender","176 cm","63 kg","Spain","2002-01-30","https://media.api-sports.io/football/players/297745.png"
485307,"Pablo Barea","Pablo","Barea Atienza","N/A","Cadiz","Defender","Unknown","Unknown","Spain","2005-03-24","https://media.api-sports.io/football/players/485307.png"
47485,"Rubén Alcaraz","Rubén","Alcaraz Jiménez",4,"Cadiz","Midfielder","183 cm","81 kg","Spain","1991-05-01","https://media.api-sports.io/football/players/47485.png"
46691,"Fede San Emeterio","Federico","San Emeterio Díaz",24,"Cadiz","Midfielder","174 cm","68 kg","Spain","1997-03-16","https://media.api-sports.io/football/players/46691.png"
46769,"Álex Fernández","Alejandro","Fernández Iglesias",8,"Cadiz","Midfielder","182 cm","72 kg","Spain","1992-10-15","https://media.api-sports.io/football/players/46769.png"
47388,"G. Escalante","Gonzalo","Escalante",17,"Cadiz","Midfielder","182 cm","76 kg","Argentina","1993-03-27","https://media.api-sports.io/football/players/47388.png"
46832,"Javi Ontiveros","Javier","Ontiveros Parra",10,"Cadiz","Midfielder","170 cm","75 kg","Spain","1997-09-09","https://media.api-sports.io/football/players/46832.png"
47339,"Óscar Melendo","Óscar","Melendo Jiménez",21,"Cadiz","Midfielder","167 cm","63 kg","Spain","1997-08-23","https://media.api-sports.io/football/players/47339.png"
353463,"M. Diakité","Moussa","Diakité",27,"Cadiz","Midfielder","189 cm","70 kg","Mali","2003-11-04","https://media.api-sports.io/football/players/353463.png"
310683,"Álvaro Bastida","Álvaro","Bastida Moya",28,"Cadiz","Midfielder","170 cm","66 kg","Spain","2004-05-12","https://media.api-sports.io/football/players/310683.png"
453820,"Luis Morales","Luis","Morales Arboleda",36,"Cadiz","Midfielder","Unknown","Unknown","Spain","2005-02-16","https://media.api-sports.io/football/players/453820.png"
937,"Rubén Sobrino","Rubén","Sobrino Pozuelo",7,"Cadiz","Attacker","185 cm","73 kg","Spain","1992-06-01","https://media.api-sports.io/football/players/937.png"
47471,"Roger","Roger","Martí Salvador",21,"Cadiz","Attacker","179 cm","74 kg","Spain","1991-01-03","https://media.api-sports.io/football/players/47471.png"
51588,"B. Ocampo","Brian Alexis","Ocampo Ferreira",10,"Cadiz","Attacker","173 cm","70 kg","Uruguay","1999-06-25","https://media.api-sports.io/football/players/51588.png"
276995,"F. Mwepu","Francisco","Mwepu",15,"Cadiz","Midfielder","178 cm","70 kg","Zambia","2000-02-29","https://media.api-sports.io/football/players/276995.png"
104792,"Chris Ramos","Christopher","Ramos de la Flor",16,"Cadiz","Attacker","193 cm","80 kg","Spain","1997-01-16","https://media.api-sports.io/football/players/104792.png"
386491,"José de la Rosa","José Antonio","de la Rosa Garrido",19,"Cadiz","Attacker","175 cm","65 kg","Spain","2004-07-28","https://media.api-sports.io/football/players/386491.png"
46808,"Carlos Fernández","Carlos","Fernández Luna",9,"Cadiz","Attacker","186 cm","71 kg","Spain","1996-05-22","https://media.api-sports.io/football/players/46808.png"
47427,"Iván Villar","Iván","Villar Martínez",22,"Celta Vigo","Goalkeeper","186 cm","76 kg","Spain","1997-07-09","https://media.api-sports.io/football/players/47427.png"
18835,"Guaita","Vicente","Guaita Panadero",13,"Celta Vigo","Goalkeeper","190 cm","80 kg","Spain","1987-01-10","https://media.api-sports.io/football/players/18835.png"
182730,"Marc Vidal","Marc Vicente","Vidal Girona",26,"Celta Vigo","Goalkeeper","185 cm","74 kg","Spain","2000-02-14","https://media.api-sports.io/football/players/182730.png"
286795,"César Fernández","César","Fernández González",27,"Celta Vigo","Goalkeeper","181 cm","74 kg","Spain","2004-09-28","https://media.api-sports.io/football/players/286795.png"
286623,"Coke Carrillo","Jorge","Carrillo Balea",35,"Celta Vigo","Goalkeeper","188 cm","76 kg","Spain","2002-01-07","https://media.api-sports.io/football/players/286623.png"
47988,"C. Starfelt","Carl Anders Theodor","Starfelt",2,"Celta Vigo","Defender","187 cm","83 kg","Sweden","1995-06-01","https://media.api-sports.io/football/players/47988.png"
162712,"Óscar Mingueza","Óscar","Mingueza García",2,"Celta Vigo","Defender","184 cm","75 kg","Spain","1999-05-13","https://media.api-sports.io/football/players/162712.png"
157988,"Sergio Carreira","Sergio","Carreira Vilariño",24,"Celta Vigo","Defender","170 cm","70 kg","Spain","2000-10-13","https://media.api-sports.io/football/players/157988.png"
2278,"Marcos Alonso","Marcos","Alonso Mendoza",17,"Celta Vigo","Defender","188 cm","84 kg","Spain","1990-12-28","https://media.api-sports.io/football/players/2278.png"
21584,"M. Ristić","Mihailo","Ristić",21,"Celta Vigo","Defender","180 cm","75 kg","Serbia","1995-10-31","https://media.api-sports.io/football/players/21584.png"
18896,"Javier Manquillo","Javier","Manquillo Gaitán",19,"Celta Vigo","Defender","178 cm","76 kg","Spain","1994-05-05","https://media.api-sports.io/football/players/18896.png"
286559,"Carlos Domínguez","Carlos","Domínguez Cáceres",24,"Celta Vigo","Defender","187 cm","81 kg","Spain","2001-02-11","https://media.api-sports.io/football/players/286559.png"
329722,"Yoel Lago","Yoel","Lago Amil",38,"Celta Vigo","Midfielder","185 cm","70 kg","Spain","2004-03-25","https://media.api-sports.io/football/players/329722.png"
384135,"Javi Rodríguez","Javier","Rodríguez Galiano",32,"Celta Vigo","Defender","178 cm","70 kg","Spain","2003-06-26","https://media.api-sports.io/football/players/384135.png"
334573,"Martín Conde","Martín","Conde Gómez",36,"Celta Vigo","Defender","167 cm","61 kg","Spain","2003-03-25","https://media.api-sports.io/football/players/334573.png"
313651,"Hugo Sotelo","Hugo","Sotelo Gómez",30,"Celta Vigo","Midfielder","180 cm","75 kg","Spain","2003-12-19","https://media.api-sports.io/football/players/313651.png"
162123,"I. Moriba","Moriba","Kourouma Kourouma",26,"Celta Vigo","Midfielder","165 cm","73 kg","Guinea","2003-01-19","https://media.api-sports.io/football/players/162123.png"
47435,"Fran Beltrán","Francisco José","Beltrán Peinado",8,"Celta Vigo","Midfielder","170 cm","66 kg","Spain","1999-02-03","https://media.api-sports.io/football/players/47435.png"
570,"F. Cervi","Franco Emanuel","Cervi",11,"Celta Vigo","Midfielder","166 cm","67 kg","Argentina","1994-05-26","https://media.api-sports.io/football/players/570.png"
128985,"Iker Losada","Iker","Losada Aragunde",19,"Celta Vigo","Attacker","175 cm","70 kg","Spain","2001-08-01","https://media.api-sports.io/football/players/128985.png"
1364,"Jaílson","Jaílson","Marques Siqueira",30,"Celta Vigo","Midfielder","187 cm","75 kg","Brazil","1995-09-07","https://media.api-sports.io/football/players/1364.png"
269163,"W. Swedberg","Williot Theo","Swedberg",19,"Celta Vigo","Midfielder","187 cm","78 kg","Sweden","2004-02-01","https://media.api-sports.io/football/players/269163.png"
329720,"Hugo Álvarez","Hugo","Álvarez Antúnez",30,"Celta Vigo","Midfielder","176 cm","72 kg","Spain","2003-07-02","https://media.api-sports.io/football/players/329720.png"
286796,"Damián Rodríguez","Damián","Rodríguez Sousa",25,"Celta Vigo","Defender","180 cm","75 kg","Spain","2003-03-17","https://media.api-sports.io/football/players/286796.png"
391822,"Fer López","Fernando","López González",28,"Celta Vigo","Midfielder","188 cm","76 kg","Spain","2004-05-24","https://media.api-sports.io/football/players/391822.png"
333502,"Miguel Román","Miguel","Román González",34,"Celta Vigo","Midfielder","178 cm","70 kg","Spain","2002-12-26","https://media.api-sports.io/football/players/333502.png"
47348,"Borja Iglesias","Borja","Iglesias Quintás",9,"Celta Vigo","Attacker","187 cm","86 kg","Spain","1993-01-17","https://media.api-sports.io/football/players/47348.png"
47445,"Iago Aspas","Iago","Aspas Juncal",10,"Celta Vigo","Attacker","176 cm","67 kg","Spain","1987-08-01","https://media.api-sports.io/football/players/47445.png"
119213,"Alfon González","Alfonso","González Martínez",12,"Celta Vigo","Attacker","172 cm","60 kg","Spain","1999-05-04","https://media.api-sports.io/football/players/119213.png"
320517,"Pablo Durán","Pablo","Durán Fernández",18,"Celta Vigo","Attacker","176 cm","72 kg","Spain","2001-05-25","https://media.api-sports.io/football/players/320517.png"
351913,"J. El Abdellaoui","Jones","El Abdellaoui",25,"Celta Vigo","Midfielder","184 cm","72 kg","Norway","2006-01-12","https://media.api-sports.io/football/players/351913.png"
66491,"J. Letáček","Jiří","Letáček",30,"Getafe","Goalkeeper","196 cm","77 kg","Czechia","1999-01-09","https://media.api-sports.io/football/players/66491.png"
47247,"David Soria","David","Soria Solís",13,"Getafe","Goalkeeper","192 cm","83 kg","Spain","1993-04-04","https://media.api-sports.io/football/players/47247.png"
454491,"Djordjije Medenica","Djordjije","Medenica",35,"Getafe","Goalkeeper","185 cm","75 kg","Czechia","2006-11-17","https://media.api-sports.io/football/players/454491.png"
482071,"Diego Ferrer","Diego","Ferrer Martínez",40,"Getafe","Goalkeeper","185 cm","76 kg","Spain","2007-04-17","https://media.api-sports.io/football/players/482071.png"
432080,"Jorge Benito","Jorge","Benito de Valle Martín",35,"Getafe","Goalkeeper","182 cm","76 kg","Spain","2006-06-06","https://media.api-sports.io/football/players/432080.png"
47250,"D. Dakonam","Djené","Dakonam Ortega",2,"Getafe","Defender","178 cm","71 kg","Togo","1991-12-31","https://media.api-sports.io/football/players/47250.png"
2039,"Juan Berrocal","Juan","Berrocal González",5,"Getafe","Defender","184 cm","72 kg","Spain","1999-02-05","https://media.api-sports.io/football/players/2039.png"
47407,"A. Nyom","Allan Roméo","Nyom",2,"Getafe","Defender","188 cm","78 kg","Cameroon","1988-05-10","https://media.api-sports.io/football/players/47407.png"
258,"Juan Bernat","Juan","Bernat Velasco",12,"Getafe","Defender","177 cm","67 kg","Spain","1993-03-01","https://media.api-sports.io/football/players/258.png"
6168,"O. Alderete","Omar Federico","Alderete Fernández",15,"Getafe","Defender","188 cm","77 kg","Paraguay","1996-12-26","https://media.api-sports.io/football/players/6168.png"
18867,"Diego Rico","Diego","Rico Salguero",16,"Getafe","Defender","183 cm","76 kg","Spain","1993-02-23","https://media.api-sports.io/football/players/18867.png"
119742,"Juan Iglesias","Juan Antonio","Iglesias Sánchez",21,"Getafe","Defender","187 cm","77 kg","Spain","1998-07-03","https://media.api-sports.io/football/players/119742.png"
46795,"Domingos Duarte","Domingos","de Sousa Coutinho Meneses Duar",6,"Getafe","Defender","192 cm","80 kg","Portugal","1995-03-10","https://media.api-sports.io/football/players/46795.png"
439617,"Z. Tassounte","Ismael","Bekhoucha Lemlal",28,"Getafe","Defender","176 cm","69 kg","Morocco","2004-11-20","https://media.api-sports.io/football/players/439617.png"
333373,"Gorka Rivera","Gorka","Rivera Alonso",30,"Getafe","Defender","184 cm","70 kg","Spain","2004-08-01","https://media.api-sports.io/football/players/333373.png"
192439,"David Argüelles","David","Argüelles Álvarez",34,"Getafe","Defender","175 cm","68 kg","Spain","2002-01-10","https://media.api-sports.io/football/players/192439.png"
351874,"Luca Lohr","Luca","Lohr",37,"Getafe","Defender","Unknown","Unknown","Spain","2002-08-19","https://media.api-sports.io/football/players/351874.png"
47085,"Luis Milla","Luis","Milla Manzanares",5,"Getafe","Midfielder","175 cm","67 kg","Spain","1994-10-07","https://media.api-sports.io/football/players/47085.png"
403554,"Christantus Uche","Christantus Ugonna","Uche",6,"Getafe","Midfielder","190 cm","84 kg","Spain","2003-05-19","https://media.api-sports.io/football/players/403554.png"
47306,"Álex Sola","Alejandro","Sola López-Ocaña",7,"Getafe","Defender","178 cm","75 kg","Spain","1999-06-09","https://media.api-sports.io/football/players/47306.png"
47258,"M. Arambarri","Mauro Wilney","Arambarri Rosa",18,"Getafe","Midfielder","175 cm","71 kg","Uruguay","1995-09-30","https://media.api-sports.io/football/players/47258.png"
187987,"Ramón Terrats","Ramón","Terrats Espacio",20,"Getafe","Midfielder","181 cm","71 kg","Spain","2000-10-18","https://media.api-sports.io/football/players/187987.png"
364415,"Jesús Santiago","Jesús","Santiago Pérez",20,"Getafe","Midfielder","192 cm","78 kg","Spain","2004-05-25","https://media.api-sports.io/football/players/364415.png"
465838,"Alberto Risco","Alberto","Risco Alcántara",26,"Getafe","Midfielder","157 cm","42 kg","Spain","2005-08-30","https://media.api-sports.io/football/players/465838.png"
47472,"Borja Mayoral","Borja","Mayoral Moya",19,"Getafe","Attacker","182 cm","68 kg","Spain","1997-04-05","https://media.api-sports.io/football/players/47472.png"
68483,"B. Yıldırım","Bertuğ Özgür","Yıldırım",10,"Getafe","Attacker","191 cm","83 kg","Türkiye","2002-07-12","https://media.api-sports.io/football/players/68483.png"
67955,"Carles Pérez","Carles","Pérez Sayol",7,"Getafe","Attacker","173 cm","75 kg","Spain","1998-02-16","https://media.api-sports.io/football/players/67955.png"
343202,"Á. Rodríguez","Álvaro Daniel","Rodríguez Muñoz",18,"Getafe","Attacker","192 cm","81 kg","Uruguay","2004-07-14","https://media.api-sports.io/football/players/343202.png"
270516,"Peter","Peter Federico","González Carmona",19,"Getafe","Midfielder","180 cm","68 kg","Spain","2002-07-25","https://media.api-sports.io/football/players/270516.png"
47320,"Juanmi","Juan Miguel","Jiménez López",10,"Getafe","Attacker","172 cm","69 kg","Spain","1993-05-20","https://media.api-sports.io/football/players/47320.png"
309364,"Coba","Coba","Gomes da Costa",29,"Getafe","Attacker","182 cm","73 kg","Spain","2002-07-26","https://media.api-sports.io/football/players/309364.png"
200999,"Keita","Abdoulaye","Keita Keita",36,"Getafe","Attacker","186 cm","71 kg","Spain","2002-09-01","https://media.api-sports.io/football/players/200999.png"
504998,"Martin Cuellar","Martín","Cuéllar Pérez",38,"Getafe","Attacker","Unknown","Unknown","Spain","2007-03-26","https://media.api-sports.io/football/players/504998.png"
47153,"Juan Carlos","Juan Carlos","Martín Corral",1,"Girona","Goalkeeper","186 cm","85 kg","Spain","1988-01-20","https://media.api-sports.io/football/players/47153.png"
158,"P. Gazzaniga","Paulo Dino","Gazzaniga Farias",13,"Girona","Goalkeeper","195 cm","90 kg","Argentina","1992-01-02","https://media.api-sports.io/football/players/158.png"
432476,"V. Krapyvtsov","Vladyslav","Krapyvtsov",33,"Girona","Goalkeeper","188 cm","70 kg","Ukraine","2005-06-25","https://media.api-sports.io/football/players/432476.png"
491114,"J. Danso","Jordi","Bilali Danso",40,"Girona","Goalkeeper","Unknown","Unknown","Gambia","2007-04-23","https://media.api-sports.io/football/players/491114.png"
491113,"Pau Funallet","Pau","Funallet Garcia",41,"Girona","Goalkeeper","180 cm","78 kg","Spain","2007-06-15","https://media.api-sports.io/football/players/491113.png"
405681,"Lucas García","Lucas","García Madrigal",42,"Girona","Goalkeeper","190 cm","88 kg","Spain","2004-06-18","https://media.api-sports.io/football/players/405681.png"
442861,"A. Andreev","Aleksandar","Metodiev Andreev",43,"Girona","Goalkeeper","190 cm","85 kg","Bulgaria","2006-03-25","https://media.api-sports.io/football/players/442861.png"
162032,"Miguel Gutiérrez","Miguel","Gutiérrez Ortega",3,"Girona","Defender","180 cm","73 kg","Spain","2001-07-27","https://media.api-sports.io/football/players/162032.png"
283668,"Arnau Martínez","Arnau","Martínez López",12,"Girona","Defender","182 cm","72 kg","Spain","2003-04-25","https://media.api-sports.io/football/players/283668.png"
47334,"David López","David","López Silva",5,"Girona","Defender","185 cm","81 kg","Spain","1989-10-09","https://media.api-sports.io/football/players/47334.png"
47511,"Juanpe","Juan Pedro","Ramírez López",15,"Girona","Defender","190 cm","80 kg","Spain","1991-04-30","https://media.api-sports.io/football/players/47511.png"
162434,"Alejandro Francés","Alejandro","Francés Torrijo",6,"Girona","Defender","181 cm","70 kg","Spain","2002-08-01","https://media.api-sports.io/football/players/162434.png"
531,"D. Blind","Daley","Blind",5,"Girona","Defender","180 cm","72 kg","Netherlands","1990-03-09","https://media.api-sports.io/football/players/531.png"
66407,"L. Krejčí","Ladislav","Krejčí",18,"Girona","Midfielder","191 cm","87 kg","Czechia","1999-04-20","https://media.api-sports.io/football/players/66407.png"
366382,"Oriol Comas","Oriol","Comas Feixas",26,"Girona","Defender","190 cm","Unknown","Spain","2003-08-26","https://media.api-sports.io/football/players/366382.png"
399910,"Marc Aznar","Marc","Aznar Baides",33,"Girona","Defender","188 cm","79 kg","Spain","2006-01-10","https://media.api-sports.io/football/players/399910.png"
402280,"A. Yaakobishvili","Antal","Yaakobishvili",35,"Girona","Defender","193 cm","86 kg","Hungary","2004-07-12","https://media.api-sports.io/football/players/402280.png"
313168,"Ferrán Ruiz","Ferrán","Ruiz Martí",45,"Girona","Defender","172 cm","65 kg","Spain","2003-04-26","https://media.api-sports.io/football/players/313168.png"
547,"D. van de Beek","Donny","van de Beek",34,"Girona","Midfielder","184 cm","76 kg","Netherlands","1997-04-18","https://media.api-sports.io/football/players/547.png"
281795,"Y. Asprilla","Yáser Esnéider","Asprilla Martínez",10,"Girona","Midfielder","185 cm","75 kg","Colombia","2003-11-19","https://media.api-sports.io/football/players/281795.png"
150,"Arthur","Arthur Henrique","Ramos de Oliveira Melo",6,"Girona","Midfielder","171 cm","73 kg","Brazil","1996-08-12","https://media.api-sports.io/football/players/150.png"
18949,"Oriol Romeu","Oriol","Romeu Vidal",18,"Girona","Midfielder","183 cm","83 kg","Spain","1991-09-24","https://media.api-sports.io/football/players/18949.png"
2449,"Y. Herrera","Yangel Clemente","Herrera Ravelo",21,"Girona","Midfielder","184 cm","78 kg","Venezuela","1998-01-07","https://media.api-sports.io/football/players/2449.png"
306727,"J. Solis","Jhon Elmer","Solis Romero",22,"Girona","Attacker","189 cm","80 kg","Colombia","2004-10-03","https://media.api-sports.io/football/players/306727.png"
1700,"Iván Martín","Iván","Martín Núñez",23,"Girona","Midfielder","178 cm","70 kg","Spain","1999-02-14","https://media.api-sports.io/football/players/1700.png"
336674,"G. Misehouy","Gabriel","Osei Misehouy",27,"Girona","Attacker","173 cm","68 kg","Netherlands","2005-07-18","https://media.api-sports.io/football/players/336674.png"
439700,"Enric García","Enric","García Hurtado",30,"Girona","Midfielder","175 cm","66 kg","Spain","2006-02-28","https://media.api-sports.io/football/players/439700.png"
327628,"Ricard Artero","Ricard","Artero Ruiz",36,"Girona","Midfielder","181 cm","75 kg","Spain","2003-02-05","https://media.api-sports.io/football/players/327628.png"
333447,"Raul Martínez","Raul","Martínez Moreno",37,"Girona","Attacker","183 cm","80 kg","Spain","2002-02-23","https://media.api-sports.io/football/players/333447.png"
2617,"C. Stuani","Cristhian Ricardo","Stuani Curbelo",7,"Girona","Attacker","186 cm","76 kg","Uruguay","1986-10-12","https://media.api-sports.io/football/players/2617.png"
2182,"V. Tsygankov","Viktor","Tsygankov",8,"Girona","Attacker","178 cm","73 kg","Ukraine","1997-11-15","https://media.api-sports.io/football/players/2182.png"
155,"Abel Ruiz","Abel","Ruiz Ortega",9,"Girona","Attacker","182 cm","73 kg","Spain","2000-01-28","https://media.api-sports.io/football/players/155.png"
83,"A. Danjuma","Arnaut","Danjuma Adam Groeneveld",10,"Girona","Attacker","178 cm","74 kg","Netherlands","1997-01-31","https://media.api-sports.io/football/players/83.png"
109564,"B. Miovski","Bojan","Miovski",9,"Girona","Attacker","189 cm","76 kg","North Macedonia","1999-06-24","https://media.api-sports.io/football/players/109564.png"
2061,"Bryan Gil","Bryan","Gil Salvatierra",21,"Girona","Attacker","175 cm","60 kg","Spain","2001-02-11","https://media.api-sports.io/football/players/2061.png"
47520,"Portu","Cristian","Portugués Manzanera",24,"Girona","Attacker","167 cm","66 kg","Spain","1992-05-21","https://media.api-sports.io/football/players/47520.png"
397941,"Minsu Kim","Minsu","Kim",29,"Girona","Attacker","177 cm","72 kg","Spain","2006-01-19","https://media.api-sports.io/football/players/397941.png"
389600,"Antonino","Antonino Jastin","García Lopéz",31,"Girona","Midfielder","180 cm","72 kg","Spain","2004-01-15","https://media.api-sports.io/football/players/389600.png"
392305,"J. Arango","Juan Fernando","Arango Tortolero",8,"Girona","Midfielder","175 cm","70 kg","Venezuela","2006-06-01","https://media.api-sports.io/football/players/392305.png"
455366,"P. Ba","Papa Dame","Ba",44,"Girona","Attacker","180 cm","75 kg","Senegal","2004-09-12","https://media.api-sports.io/football/players/455366.png"
297304,"D. Camara","Dawda","Camara Sankharé",46,"Girona","Attacker","178 cm","74 kg","Mauritania","2002-11-04","https://media.api-sports.io/football/players/297304.png"
732,"L. Zidane","Luca Zinedine","Zidane Fernández",1,"Granada","Goalkeeper","183 cm","78 kg","France","1998-05-13","https://media.api-sports.io/football/players/732.png"
116909,"Marc Martínez","Marc","Martínez Aranda",1,"Granada","Goalkeeper","186 cm","72 kg","Spain","1990-04-04","https://media.api-sports.io/football/players/116909.png"
46870,"Diego Mariño","Diego","Mariño Villar",1,"Granada","Goalkeeper","187 cm","75 kg","Spain","1990-05-09","https://media.api-sports.io/football/players/46870.png"
412739,"Fran Ãrbol","Francisco Pedro","Árbol Córdoba",29,"Granada","Goalkeeper","185 cm","70 kg","Spain","2006-06-30","https://media.api-sports.io/football/players/412739.png"
450753,"Íker García","Íker","García Chico",33,"Granada","Goalkeeper","Unknown","Unknown","Spain","2006-04-02","https://media.api-sports.io/football/players/450753.png"
405835,"B. Isachenko","Bohdan","Isachenko",38,"Granada","Goalkeeper","191 cm","Unknown","Ukraine","2004-01-30","https://media.api-sports.io/football/players/405835.png"
199824,"Rubén Sánchez","Rubén","Sánchez Sáez",2,"Granada","Defender","185 cm","Unknown","Spain","2001-02-04","https://media.api-sports.io/football/players/199824.png"
291147,"Miguel Brau","Miguel Ángel","Brau Blanquez",3,"Granada","Defender","183 cm","76 kg","Spain","2001-12-27","https://media.api-sports.io/football/players/291147.png"
47256,"Miguel Rubio","Miguel Ángel","Rubio Lestan",4,"Granada","Defender","191 cm","86 kg","Spain","1998-03-11","https://media.api-sports.io/football/players/47256.png"
90646,"Pablo Insua","Pablo","Insua Blanco",4,"Granada","Defender","187 cm","80 kg","Spain","1993-09-09","https://media.api-sports.io/football/players/90646.png"
162889,"Ricard Sánchez","Ricard","Sánchez Sendra",12,"Granada","Defender","175 cm","67 kg","Spain","2000-02-22","https://media.api-sports.io/football/players/162889.png"
46682,"Carlos Neva","Carlos","Neva Tey",15,"Granada","Defender","174 cm","64 kg","Spain","1996-06-12","https://media.api-sports.io/football/players/46682.png"
162545,"Manu Lama","Manuel","Lama Maroto",16,"Granada","Defender","192 cm","82 kg","Spain","2001-02-12","https://media.api-sports.io/football/players/162545.png"
323816,"Loïc Williams","Loïc","Williams Ntambue Kayumba Giron",24,"Granada","Defender","188 cm","Unknown","Spain","2002-01-07","https://media.api-sports.io/football/players/323816.png"
440194,"O. Naasei","Oscar Naasei","Oppong",28,"Granada","Defender","Unknown","Unknown","Ghana","2005-02-24","https://media.api-sports.io/football/players/440194.png"
336682,"Lucas Perez","Lucas","Pérez Calvo",34,"Granada","Midfielder","Unknown","Unknown","Spain","2003-12-05","https://media.api-sports.io/football/players/336682.png"
439702,"Pere Haro","Pere","Haro Crespo",37,"Granada","Defender","Unknown","Unknown","Spain","2004-05-20","https://media.api-sports.io/football/players/439702.png"
63542,"M. Hongla","Martin","Hongla Yma II",18,"Granada","Midfielder","182 cm","77 kg","Cameroon","1998-03-16","https://media.api-sports.io/football/players/63542.png"
46982,"Gonzalo Villar","Gonzalo","Villar del Fraile",24,"Granada","Midfielder","181 cm","73 kg","Spain","1998-03-23","https://media.api-sports.io/football/players/46982.png"
10166,"Reinier","Reinier Jesus","Carvalho",19,"Granada","Midfielder","185 cm","78 kg","Brazil","2002-01-19","https://media.api-sports.io/football/players/10166.png"
122756,"Sergio Ruiz","Sergio","Ruiz Alonso",20,"Granada","Midfielder","171 cm","70 kg","Spain","1994-12-16","https://media.api-sports.io/football/players/122756.png"
1705,"Manu Trigueros","Manuel","Trigueros Muñoz",14,"Granada","Midfielder","178 cm","75 kg","Spain","1991-10-17","https://media.api-sports.io/football/players/1705.png"
